site,date,title,extractedData,linkToArchive,linkToExtractedText
www.fnac.pt,20191118,Samsung Galaxy S10+ - G975FC - 1TB - Preto Cerâmico,"['1\xa0549,99\xa0€', '1\xa0599,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10 - G973FZ - 512GB - Verde,"['849,99\xa0€', '949,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10 - G973FZ - 512GB - Branco,"['849,99\xa0€', '949,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10 - G973FZ - 128GB - Preto,"['749,99\xa0€', '849,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10 - G973FZ - 128GB - Prateado Prisma,"['749,99\xa0€', '849,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10 - G973FZ - 512GB - Preto,"['849,99\xa0€', '949,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10 - G973FZ - 128GB - Branco,"['749,99\xa0€', '849,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10 - G973FZ - 128GB - Verde,"['649,98\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10e - G970FZ - Branco,"['679,99\xa0€', '699,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10e - G970FZ - Preto,"['679,99\xa0€', '699,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10e - G970FZ - Verde,"['679,99\xa0€', '699,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Samsung Galaxy S10e - G970FZ - Amarelo,"['500,85\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,"Smartphone Samsung Galaxy S10E 5.8"""" 128Gb Dual Sim Branco","['500,85\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Clear para Galaxy S10+ - Transparente,"['19,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Clear View para Galaxy S10+ - Preto,"['54,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Silicone para Galaxy S10+ - Preto,"['29,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Led View para Galaxy S10+ - Preto,"['69,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Silicone para Galaxy S10+ - Branco,"['29,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Silicone para Galaxy S10+ - Verde,"['29,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Itskins Spectrumclear para Samsung Galaxy S10+ - Transparente,"['19,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Clear View para Galaxy S10+ - Verde,"['54,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Clear View para Galaxy S10+ - Branco,"['54,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Led View para Galaxy S10+ - Branco,"['69,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Clear para Galaxy S10 - Transparente,"['19,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Itskins Spectrumclear para Samsung Galaxy S10e - Preto,"['19,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Película Ecrã Samsung para Galaxy S10,"['19,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Silicone para Galaxy S10 - Preto,"['29,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Protective para Galaxy S10+ - Preto,"['39,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Clear View para Galaxy S10 - Preto,"['54,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Clear View para Galaxy S10 - Verde,"['54,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Itskins Spectrumclear para Samsung Galaxy S10e - Transparente,"['19,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Silicone para Galaxy S10 - Azul,"['29,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Silicone para Galaxy S10 - Branco,"['29,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Led View para Galaxy S10e - Preto,"['69,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Silicone para Galaxy S10e - Verde,"['29,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Clear View para Galaxy S10e - Branco,"['54,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Clear View para Galaxy S10e - Preto,"['54,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Itskins Spectrumclear para Samsung Galaxy S10 - Preto,"['19,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Led View para Galaxy S10e - Branco,"['69,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Silicone para Galaxy S10e - Branco,"['29,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Clear View para Galaxy S10e - Verde,"['54,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Itskins Spectrumclear para Samsung Galaxy S10 - Transparente,"['19,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20191118,Capa Samsung Pele para Galaxy S10e - Preto,"['49,99\xa0€']",https://arquivo.pt/wayback/20191118005023mp_/https://www.fnac.pt/telecomunicacoes/Samsung-Galaxy-S10-S10-S10e/Samsung-Galaxy/s1305173,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2Ftelecomunicacoes%2FSamsung-Galaxy-S10-S10-S10e%2FSamsung-Galaxy%2Fs1305173%2F20191118005023
www.fnac.pt,20141023,"MEO Apple iPhone 6 - 16GB (Cinzento Sideral), Telemóvel Operador. Comprar na Fnac.pt",,https://arquivo.pt/wayback/20141023074835/http://www.fnac.pt/MEO-Apple-iPhone-6-16GB-Cinzento-Sideral-Telemovel-Telemovel-Operador/a812413,https://arquivo.pt/textextracted?m=http%3A%2F%2Fwww.fnac.pt%2FMEO-Apple-iPhone-6-16GB-Cinzento-Sideral-Telemovel-Telemovel-Operador%2Fa812413%2F20141023074835
www.fnac.pt,20160614,"Apple iPhone 6 - 16GB (Prateado), Apple iPhone - . Comprar na Fnac.pt",,https://arquivo.pt/wayback/20160614122430/http://www.fnac.pt/Apple-iPhone-6-16GB-Prateado-Telemovel-Apple-iPhone/a809363,https://arquivo.pt/textextracted?m=http%3A%2F%2Fwww.fnac.pt%2FApple-iPhone-6-16GB-Prateado-Telemovel-Apple-iPhone%2Fa809363%2F20160614122430
www.fnac.pt,20170816,Apple iPhone 7 - 32GB (Preto Mate) - Apple iPhone - Compre na Fnac.pt,"['779,99\xa0€']",https://arquivo.pt/wayback/20170816070718mp_/https://www.fnac.pt/Apple-iPhone-7-32GB-Preto-Mate-Telemovel-Apple-iPhone/a987849,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone-7-32GB-Preto-Mate-Telemovel-Apple-iPhone%2Fa987849%2F20170816070718
www.fnac.pt,20170228,Apple iPhone 7 Plus - 32GB (Preto Mate) - Apple iPhone - Compre na Fnac.pt,,https://arquivo.pt/wayback/20170228201121/http://www.fnac.pt/Apple-iPhone-7-Plus-32GB-Preto-Mate-Telemovel-Apple-iPhone/a987863,https://arquivo.pt/textextracted?m=http%3A%2F%2Fwww.fnac.pt%2FApple-iPhone-7-Plus-32GB-Preto-Mate-Telemovel-Apple-iPhone%2Fa987863%2F20170228201121
www.fnac.pt,20181013,Apple iPhone 8 - 256GB - Dourado,"['889,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 - 64GB - Cinzento Sideral,"['719,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 Plus - 64GB - Cinzento Sideral,"['829,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 Plus - 64GB - Dourado,"['829,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 - 64GB - Prateado,"['719,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 - 64GB - Dourado,"['719,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 - 256GB - Cinzento Sideral,"['889,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 Plus - 256GB - Prateado,"['999,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 Plus - 64GB - Prateado,"['829,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 Plus - 256GB - Cinzento Sideral,"['999,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 - 256GB - Prateado,"['889,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 Plus - 256GB - Dourado,"['999,99\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 Plus - 64GB - (Product) Red - Edição Especial,"['744,90\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
www.fnac.pt,20181013,Apple iPhone 8 - 64GB - (Product) Red - Edição Especial,"['641,90\xa0€']",https://arquivo.pt/wayback/20181013205135mp_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-8-8-Plus/n1219205,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-8-8-Plus%2Fn1219205%2F20181013205135
