site,model,periodo,title,originalURL,linkToArchive,tstamp,contentLength,digest,mimeType,encoding,date,linkToScreenshot,linkToNoFrame,linkToExtractedText,linkToMetadata,linkToOriginalFile,snippet,fileName,collection,offset
www.fnac.pt,apple iphone xr,2016-2020,Apple iPhone XR - Apple iPhone - Fnac.pt,https://www.fnac.pt/Apple-iPhone/Apple-iPhone-XR/n1296364,https://arquivo.pt/wayback/20190423012320/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-XR/n1296364,20190423012320,239714,cdf22bf0cafe12a97c003e0788bb724c,text/html,UTF-8,1555982600,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20190423012320%2Fhttps%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-XR%2Fn1296364,https://arquivo.pt/noFrame/replay/20190423012320/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-XR/n1296364,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-XR%2Fn1296364%2F20190423012320,https://arquivo.pt/textsearch?metadata=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-XR%2Fn1296364%2F20190423012320,https://arquivo.pt/noFrame/replay/20190423012320id_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-XR/n1296364,"<em>Apple</em> <em>iPhone</em> <em>XR</em> - <em>Apple</em> <em>iPhone</em> - Fnac.pt &Aacute;reas fnac.pt Todos os produtos Livros M&uacute;sica Instrumentos<span class=""ellipsis""> ... </span> at&eacute; -50% Sugest&otilde;es de Presentes Poupa at&eacute; 280&#8364; <em>Apple</em> <em>iPhone</em> <em>Apple</em> <em>iPhone</em> <em>XR</em> <em>Apple</em> <em>iPhone</em> X <em>Apple</em><span class=""ellipsis""> ... </span> Campanha (10) Novidades (127) Home - <em>Apple</em> <em>iPhone</em> - <em>Apple</em> <em>iPhone</em> <em>XR</em> <em>Apple</em> <em>iPhone</em> <em>XR</em> Filtrer 20 por<span class=""ellipsis""> ... </span>",WEB-20190423012202105-p81.arquivo.pt,AWP29,52490173
www.fnac.pt,apple iphone xr,2016-2020,Apple iPhone XR - Apple iPhone Página 2 - Fnac.pt,https://www.fnac.pt/Apple-iPhone/Apple-iPhone-XR/n1296364?PageIndex=2,https://arquivo.pt/wayback/20190423012324/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-XR/n1296364?PageIndex=2,20190423012324,195568,0270edbc73e0d74ceee49f331319afa8,text/html,UTF-8,1555982604,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20190423012324%2Fhttps%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-XR%2Fn1296364%3FPageIndex%3D2,https://arquivo.pt/noFrame/replay/20190423012324/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-XR/n1296364?PageIndex=2,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-XR%2Fn1296364%3FPageIndex%3D2%2F20190423012324,https://arquivo.pt/textsearch?metadata=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone%2FApple-iPhone-XR%2Fn1296364%3FPageIndex%3D2%2F20190423012324,https://arquivo.pt/noFrame/replay/20190423012324id_/https://www.fnac.pt/Apple-iPhone/Apple-iPhone-XR/n1296364?PageIndex=2,"<em>Apple</em> <em>iPhone</em> <em>XR</em> - <em>Apple</em> <em>iPhone</em> P&aacute;gina 2 - Fnac.pt &Aacute;reas fnac.pt Todos os produtos Livros M&uacute;sica<span class=""ellipsis""> ... </span>% Gamifica-te at&eacute; -50% Sugest&otilde;es de Presentes Poupa at&eacute; 280&#8364; <em>Apple</em> <em>iPhone</em> <em>Apple</em> <em>iPhone</em> <em>XR</em> <em>Apple</em> <em>iPhone</em> X<span class=""ellipsis""> ... </span> Conect&aacute;veis Em Campanha (10) Novidades (127) Home - <em>Apple</em> <em>iPhone</em> - <em>Apple</em> <em>iPhone</em> <em>XR</em> <em>Apple</em> <em>iPhone</em> <em>XR</em> Filtrer 20<span class=""ellipsis""> ... </span>",WEB-20190423012202123-p81.arquivo.pt,AWP29,79976189
www.fnac.pt,apple iphone xr,2016-2020,Apple iPhone XR - 256GB - Azul - iPhone - Compra na Fnac.pt,https://www.fnac.pt/Apple-iPhone-XR-256GB-Azul-Telemovel-iPhone/a5888359?utm_campaign=Comparador&utm_medium=product-click&utm_source=ZWAME,https://arquivo.pt/wayback/20181107040539/https://www.fnac.pt/Apple-iPhone-XR-256GB-Azul-Telemovel-iPhone/a5888359?utm_campaign=Comparador&utm_medium=product-click&utm_source=ZWAME,20181107040539,81383,043cb0785ab97610652fc0aef3e69c9e,text/html,UTF-8,1541563539,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181107040539%2Fhttps%3A%2F%2Fwww.fnac.pt%2FApple-iPhone-XR-256GB-Azul-Telemovel-iPhone%2Fa5888359%3Futm_campaign%3DComparador%26utm_medium%3Dproduct-click%26utm_source%3DZWAME,https://arquivo.pt/noFrame/replay/20181107040539/https://www.fnac.pt/Apple-iPhone-XR-256GB-Azul-Telemovel-iPhone/a5888359?utm_campaign=Comparador&utm_medium=product-click&utm_source=ZWAME,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone-XR-256GB-Azul-Telemovel-iPhone%2Fa5888359%3Futm_campaign%3DComparador%26utm_medium%3Dproduct-click%26utm_source%3DZWAME%2F20181107040539,https://arquivo.pt/textsearch?metadata=https%3A%2F%2Fwww.fnac.pt%2FApple-iPhone-XR-256GB-Azul-Telemovel-iPhone%2Fa5888359%3Futm_campaign%3DComparador%26utm_medium%3Dproduct-click%26utm_source%3DZWAME%2F20181107040539,https://arquivo.pt/noFrame/replay/20181107040539id_/https://www.fnac.pt/Apple-iPhone-XR-256GB-Azul-Telemovel-iPhone/a5888359?utm_campaign=Comparador&utm_medium=product-click&utm_source=ZWAME,"<em>Apple</em> <em>iPhone</em> <em>XR</em> - 256GB - Azul - <em>iPhone</em> - Compra na Fnac.pt &Aacute;reas fnac.pt Todos os produtos Livros<span class=""ellipsis""> ... </span> <em>iPhone</em> <em>Apple</em> <em>iPhone</em> <em>XR</em> - 256GB - Azul <em>iPhone</em> <em>Apple</em> Quero ser o primeiro a dar opini&atilde;o &#10004; O coment&aacute;rio<span class=""ellipsis""> ... </span> excepcional. Confirmar Venda o seu <em>Apple</em> <em>iPhone</em> <em>XR</em> - 256GB - Azul com apenas alguns cliques, em fnac.pt<span class=""ellipsis""> ... </span>",WEB-20181107040534262-p82.arquivo.pt,AWP28,19221938
www.worten.pt,huawei p8,2016-2020,Smartphone HUAWEI P8 Lite Dourado - HUAWEI,https://www.worten.pt/smartphone-huawei-p8-lite-dourado.html,https://arquivo.pt/wayback/20160221001735/https://www.worten.pt/smartphone-huawei-p8-lite-dourado.html,20160221001735,319104,9faf2da88b9513f62cf4101783203850,text/html,UTF-8,1456013855,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20160221001735%2Fhttps%3A%2F%2Fwww.worten.pt%2Fsmartphone-huawei-p8-lite-dourado.html,https://arquivo.pt/noFrame/replay/20160221001735/https://www.worten.pt/smartphone-huawei-p8-lite-dourado.html,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.worten.pt%2Fsmartphone-huawei-p8-lite-dourado.html%2F20160221001735,https://arquivo.pt/textsearch?metadata=https%3A%2F%2Fwww.worten.pt%2Fsmartphone-huawei-p8-lite-dourado.html%2F20160221001735,https://arquivo.pt/noFrame/replay/20160221001735id_/https://www.worten.pt/smartphone-huawei-p8-lite-dourado.html,"Smartphone <em>HUAWEI</em> <em>P8</em> Lite Dourado - <em>HUAWEI</em> Worten Online Bem-Vindo(a), Iniciar Sess&atilde;o A Minha Conta<span class=""ellipsis""> ... </span> funcionalidade deste website. <em>HUAWEI</em> &#8250; Smartphone <em>HUAWEI</em> <em>P8</em> Lite Dourado Smartphone <em>HUAWEI</em> <em>P8</em> Lite<span class=""ellipsis""> ... </span> Coment&aacute;rio A Sua Classifica&ccedil;&atilde;o: Smartphone <em>HUAWEI</em> <em>P8</em> Lite Dourado Classifica&ccedil;&atilde;o * 1 estrela 2 estrelas<span class=""ellipsis""> ... </span>",IAH-20160220235645-94749-p81.arquivo.pt,AWP20,54126961
www.worten.pt,huawei p8,2016-2020,Smartphone HUAWEI P8 Lite Preto | Worten.pt,https://www.worten.pt/smartphones-e-comunicacoes/smartphones/smartphones-desbloqueados/smartphone-huawei-p8-lite-preto-5551684,https://arquivo.pt/wayback/20170223003657/https://www.worten.pt/smartphones-e-comunicacoes/smartphones/smartphones-desbloqueados/smartphone-huawei-p8-lite-preto-5551684,20170223003657,221275,676e7f067738c03a132a06cc27af2da3,text/html,UTF-8,1487810217,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20170223003657%2Fhttps%3A%2F%2Fwww.worten.pt%2Fsmartphones-e-comunicacoes%2Fsmartphones%2Fsmartphones-desbloqueados%2Fsmartphone-huawei-p8-lite-preto-5551684,https://arquivo.pt/noFrame/replay/20170223003657/https://www.worten.pt/smartphones-e-comunicacoes/smartphones/smartphones-desbloqueados/smartphone-huawei-p8-lite-preto-5551684,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.worten.pt%2Fsmartphones-e-comunicacoes%2Fsmartphones%2Fsmartphones-desbloqueados%2Fsmartphone-huawei-p8-lite-preto-5551684%2F20170223003657,https://arquivo.pt/textsearch?metadata=https%3A%2F%2Fwww.worten.pt%2Fsmartphones-e-comunicacoes%2Fsmartphones%2Fsmartphones-desbloqueados%2Fsmartphone-huawei-p8-lite-preto-5551684%2F20170223003657,https://arquivo.pt/noFrame/replay/20170223003657id_/https://www.worten.pt/smartphones-e-comunicacoes/smartphones/smartphones-desbloqueados/smartphone-huawei-p8-lite-preto-5551684,"Smartphone <em>HUAWEI</em> <em>P8</em> Lite Preto | Worten.pt menu PRODUTOS Grandes Eletrodom&eacute;sticos M&Aacute;QUINAS DE<span class=""ellipsis""> ... </span> Smartphones Desbloqueados Smartphone <em>HUAWEI</em> <em>P8</em> Lite Preto Smartphone <em>HUAWEI</em> <em>P8</em> Lite Preto -13% Gr&aacute;tis Smartphone <em>HUAWEI</em> <em>P8</em> Lite Preto &#8364; 229, 99 &#8364; 199, 99 Adicionar ao Carrinho Reserve Ver<span class=""ellipsis""> ... </span>",IAH-20170222233527-48721-p81.arquivo.pt,AWP23,97079124
www.worten.pt,huawei p20,2016-2020,Smartphone HUAWEI P20 128GB Preto | Worten.pt,https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p20-128gb-preto-6516240?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,https://arquivo.pt/wayback/20180720163545/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p20-128gb-preto-6516240?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,20180720163545,299782,d5b3f57481e6a13ad8fa56dee02cb48d,text/html,UTF-8,1532104545,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20180720163545%2Fhttps%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p20-128gb-preto-6516240%3Futm_source%3DKuantoKustaProd%26utm_medium%3Dcomparadordeprecos%26utm_campaign%3Dalwayson,https://arquivo.pt/noFrame/replay/20180720163545/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p20-128gb-preto-6516240?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p20-128gb-preto-6516240%3Futm_source%3DKuantoKustaProd%26utm_medium%3Dcomparadordeprecos%26utm_campaign%3Dalwayson%2F20180720163545,https://arquivo.pt/textsearch?metadata=https%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p20-128gb-preto-6516240%3Futm_source%3DKuantoKustaProd%26utm_medium%3Dcomparadordeprecos%26utm_campaign%3Dalwayson%2F20180720163545,https://arquivo.pt/noFrame/replay/20180720163545id_/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p20-128gb-preto-6516240?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,"Smartphone <em>HUAWEI</em> <em>P20</em> 128GB Preto | Worten.pt menu PRODUTOS Grandes Eletrodom&eacute;sticos M&Aacute;QUINAS DE<span class=""ellipsis""> ... </span> Pacotes de TV Telem&oacute;veis e Smartphones <em>Huawei</em> Smartphone <em>HUAWEI</em> <em>P20</em> 128GB Preto Smartphone <em>HUAWEI</em> <em>P20</em> 128GB Preto &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (4 avalia&ccedil;&otilde;es) -17% At&eacute; 415&#8364; Retoma* Encomenda de Pe&ccedil;as Smartphone <em>HUAWEI</em><span class=""ellipsis""> ... </span>",WEB-20180720163539512-p81.arquivo.pt,AWP27,22014678
www.worten.pt,huawei p20,2016-2020,Smartphone HUAWEI P20 128GB Azul | Worten.pt,https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p20-128gb-azul-6516241?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,https://arquivo.pt/wayback/20180720163834/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p20-128gb-azul-6516241?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,20180720163834,300231,427afecae62084813e4751aefaa2e4f3,text/html,UTF-8,1532104714,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20180720163834%2Fhttps%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p20-128gb-azul-6516241%3Futm_source%3DKuantoKustaProd%26utm_medium%3Dcomparadordeprecos%26utm_campaign%3Dalwayson,https://arquivo.pt/noFrame/replay/20180720163834/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p20-128gb-azul-6516241?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p20-128gb-azul-6516241%3Futm_source%3DKuantoKustaProd%26utm_medium%3Dcomparadordeprecos%26utm_campaign%3Dalwayson%2F20180720163834,https://arquivo.pt/textsearch?metadata=https%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p20-128gb-azul-6516241%3Futm_source%3DKuantoKustaProd%26utm_medium%3Dcomparadordeprecos%26utm_campaign%3Dalwayson%2F20180720163834,https://arquivo.pt/noFrame/replay/20180720163834id_/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p20-128gb-azul-6516241?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,"Smartphone <em>HUAWEI</em> <em>P20</em> 128GB Azul | Worten.pt menu PRODUTOS Grandes Eletrodom&eacute;sticos M&Aacute;QUINAS DE<span class=""ellipsis""> ... </span> Pacotes de TV Telem&oacute;veis e Smartphones <em>Huawei</em> Smartphone <em>HUAWEI</em> <em>P20</em> 128GB Azul Smartphone <em>HUAWEI</em> <em>P20</em> 128GB Azul &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (1 avalia&ccedil;&otilde;es) -17% At&eacute; 415&#8364; Retoma* Encomenda de Pe&ccedil;as Smartphone <em>HUAWEI</em> <em>P20</em><span class=""ellipsis""> ... </span>",WEB-20180720163834944-p81.arquivo.pt,AWP27,6816573
www.worten.pt,huawei p30,2016-2020,Smartphone HUAWEI P30 Pro (6.47'' - 8 GB - 128 GB - Preto) - WORTEN,https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p30-pro-6-47-8-gb-128-gb-preto-6878841?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,https://arquivo.pt/wayback/20190902061452/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p30-pro-6-47-8-gb-128-gb-preto-6878841?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,20190902061452,408629,39215de4e798de5391697b0c9d82be8b,text/html,UTF-8,1567404892,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20190902061452%2Fhttps%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p30-pro-6-47-8-gb-128-gb-preto-6878841%3Futm_source%3DKuantoKustaProd%26utm_medium%3Dcomparadordeprecos%26utm_campaign%3Dalwayson,https://arquivo.pt/noFrame/replay/20190902061452/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p30-pro-6-47-8-gb-128-gb-preto-6878841?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p30-pro-6-47-8-gb-128-gb-preto-6878841%3Futm_source%3DKuantoKustaProd%26utm_medium%3Dcomparadordeprecos%26utm_campaign%3Dalwayson%2F20190902061452,https://arquivo.pt/textsearch?metadata=https%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p30-pro-6-47-8-gb-128-gb-preto-6878841%3Futm_source%3DKuantoKustaProd%26utm_medium%3Dcomparadordeprecos%26utm_campaign%3Dalwayson%2F20190902061452,https://arquivo.pt/noFrame/replay/20190902061452id_/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p30-pro-6-47-8-gb-128-gb-preto-6878841?utm_source=KuantoKustaProd&utm_medium=comparadordeprecos&utm_campaign=alwayson,"Smartphone <em>HUAWEI</em> <em>P30</em> Pro (6.47'' - 8 GB - 128 GB - Preto) - WORTEN menu PRODUTOS Grandes<span class=""ellipsis""> ... </span> Smartphones Smartphones <em>Huawei</em> Smartphone <em>HUAWEI</em> <em>P30</em> Pro (6.47'' - 8 GB - 128 GB - Preto) Smartphone <em>HUAWEI</em><span class=""ellipsis""> ... </span> <em>HUAWEI</em> <em>P30</em> Pro (6.47'' - 8 GB - 128 GB - Preto) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (5 avalia&ccedil;&otilde;es) Worten 6&nbsp;ofertas&nbsp; Marketplace<span class=""ellipsis""> ... </span>",WEB-20190902061351167-p83.arquivo.pt,AWP30,71753472
www.worten.pt,huawei p40,2021-2024,Smartphone HUAWEI P40 Pro 5G (6.58'' - 8 GB - 256 GB - Preto) + Watch Fit Active + FreeBuds 3 | Wort,https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618,https://arquivo.pt/wayback/20201231194727/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618,20201231194727,417915,3ba535c3648dedd221a5517f904ae639,text/html,UTF-8,1609444047,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20201231194727%2Fhttps%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618,https://arquivo.pt/noFrame/replay/20201231194727/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618%2F20201231194727,https://arquivo.pt/textsearch?metadata=https%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618%2F20201231194727,https://arquivo.pt/noFrame/replay/20201231194727id_/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618,"Smartphone <em>HUAWEI</em> <em>P40</em> Pro 5G (6.58'' - 8 GB - 256 GB - Preto) + Watch Fit Active + FreeBuds 3<span class=""ellipsis""> ... </span> Telem&oacute;veis e Pacotes de TV Telem&oacute;veis e Smartphones Smartphones <em>Huawei</em> Smartphone <em>HUAWEI</em> <em>P40</em> Pro 5G (6.58<span class=""ellipsis""> ... </span> carrinho. Sobre Smartphone <em>HUAWEI</em> <em>P40</em> Pro 5G (6.58'' - 8 GB - 256 GB - Preto) + Watch Fit Active<span class=""ellipsis""> ... </span>",WEB-20201231194728103-p97.arquivo.pt,FAWP4320201231,944413
www.worten.pt,huawei p40,2021-2024,Smartphone HUAWEI P40 Pro 5G (6.58'' - 8 GB - 256 GB - Preto) + Watch Fit Active + FreeBuds 3 | Wort,https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618,https://arquivo.pt/wayback/20201223201137/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618,20201223201137,431465,fa8f6d29d490e417073f534a4f577fa1,text/html,UTF-8,1608754297,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20201223201137%2Fhttps%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618,https://arquivo.pt/noFrame/replay/20201223201137/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618%2F20201223201137,https://arquivo.pt/textsearch?metadata=https%3A%2F%2Fwww.worten.pt%2Ftelemoveis-e-pacotes-tv%2Ftelemoveis-e-smartphones%2Fhuawei%2Fsmartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618%2F20201223201137,https://arquivo.pt/noFrame/replay/20201223201137id_/https://www.worten.pt/telemoveis-e-pacotes-tv/telemoveis-e-smartphones/huawei/smartphone-huawei-p40-pro-5g-6-58-8-gb-256-gb-preto-watch-fit-active-freebuds-3-7300618,"Smartphone <em>HUAWEI</em> <em>P40</em> Pro 5G (6.58'' - 8 GB - 256 GB - Preto) + Watch Fit Active + FreeBuds 3<span class=""ellipsis""> ... </span> Telem&oacute;veis e Pacotes de TV Telem&oacute;veis e Smartphones Smartphones <em>Huawei</em> Smartphone <em>HUAWEI</em> <em>P40</em> Pro 5G (6.58<span class=""ellipsis""> ... </span> Acess&oacute;rio ao carrinho. Sobre Smartphone <em>HUAWEI</em> <em>P40</em> Pro 5G (6.58'' - 8 GB - 256 GB - Preto) + Watch Fit<span class=""ellipsis""> ... </span>",WEB-20201223201125732-p97.arquivo.pt,FAWP4320201223,43949952
